Year,Month,Anomaly,Date,Max,Min
1819,7,-1.326,1819-7,,
1819,8,-1.251,1819-8,,
1819,9,-1.092,1819-9,,
1819,10,-0.499,1819-10,,
1819,11,-0.898,1819-11,,
1819,12,-1.212,1819-12,,
1820,1,-1.798,1820-1,,
1820,2,-0.717,1820-2,,
1820,3,-0.541,1820-3,,
1820,4,0.563,1820-4,,
1820,5,0.251,1820-5,,
1820,6,-0.206,1820-6,,
1820,7,-0.756,1820-7,,
1820,8,-1.636,1820-8,,
1820,9,-0.859,1820-9,,
1820,10,-1.663,1820-10,,
1820,11,-1.463,1820-11,,
1820,12,-1.855,1820-12,,
1821,1,0.405,1821-1,,
1821,2,0.639,1821-2,,
1821,3,-0.017,1821-3,,
1821,4,-0.514,1821-4,,
1821,5,-0.044,1821-5,,
1821,6,-1.038,1821-6,,
1821,7,-1.39,1821-7,,
1821,8,-0.866,1821-8,,
1821,9,-2.066,1821-9,,
1821,10,-0.891,1821-10,,
1821,11,-0.563,1821-11,,
1821,12,-0.951,1821-12,,
1822,1,0.068,1822-1,,
1822,2,0.998,1822-2,,
1822,3,2.222,1822-3,,
1822,4,-0.282,1822-4,,
1822,5,-0.822,1822-5,,
1822,6,-0.427,1822-6,,
1822,7,-0.423,1822-7,,
1822,8,-0.774,1822-8,,
1822,9,-1.458,1822-9,,
1822,10,-1.478,1822-10,,
1822,11,-1.532,1822-11,,
1822,12,-2.577,1822-12,,
1823,1,-0.946,1823-1,,
1823,2,-1.061,1823-2,,
1823,3,-0.405,1823-3,,
1823,4,-0.849,1823-4,,
1823,5,-0.865,1823-5,,
1823,6,0.122,1823-6,,
1823,7,-0.247,1823-7,,
1823,8,-0.893,1823-8,,
1823,9,-1.669,1823-9,,
1823,10,-1.628,1823-10,,
1823,11,-1.592,1823-11,,
1823,12,-1.172,1823-12,,
1824,1,0.237,1824-1,,
1824,2,-0.454,1824-2,,
1824,3,0.005,1824-3,,
1824,4,0.107,1824-4,,
1824,5,-0.083,1824-5,,
1824,6,-0.202,1824-6,,
1824,7,0.374,1824-7,,
1824,8,-0.523,1824-8,,
1824,9,-0.645,1824-9,,
1824,10,-1.159,1824-10,,
1824,11,-0.46,1824-11,,
1824,12,1.39,1824-12,,
1825,1,0.331,1825-1,,
1825,2,-0.398,1825-2,,
1825,3,-0.148,1825-3,,
1825,4,0.862,1825-4,,
1825,5,-0.327,1825-5,,
1825,6,0.062,1825-6,,
1825,7,-0.785,1825-7,,
1825,8,-0.825,1825-8,,
1825,9,-1.238,1825-9,,
1825,10,-1.072,1825-10,,
1825,11,0.124,1825-11,,
1825,12,-0.3,1825-12,,
1826,1,-0.502,1826-1,,
1826,2,-1.592,1826-2,,
1826,3,-0.435,1826-3,,
1826,4,0.123,1826-4,,
1826,5,0.602,1826-5,,
1826,6,-0.299,1826-6,,
1826,7,0.145,1826-7,,
1826,8,-0.736,1826-8,,
1826,9,-0.95,1826-9,,
1826,10,-0.56,1826-10,,
1826,11,0.852,1826-11,,
1826,12,1.503,1826-12,,
1827,1,1.233,1827-1,,
1827,2,0.649,1827-2,,
1827,3,0.701,1827-3,,
1827,4,1.321,1827-4,,
1827,5,0.481,1827-5,,
1827,6,-0.019,1827-6,,
1827,7,0.222,1827-7,,
1827,8,-0.218,1827-8,,
1827,9,-0.922,1827-9,,
1827,10,-0.658,1827-10,,
1827,11,0.24,1827-11,,
1827,12,-0.5,1827-12,,
1828,1,-1.696,1828-1,,
1828,2,-1.149,1828-2,,
1828,3,0.392,1828-3,,
1828,4,0.472,1828-4,,
1828,5,0.035,1828-5,,
1828,6,0.275,1828-6,,
1828,7,-0.01,1828-7,,
1828,8,-0.367,1828-8,,
1828,9,-2.054,1828-9,,
1828,10,-0.533,1828-10,,
1828,11,-0.177,1828-11,,
1828,12,-0.81,1828-12,,
1829,1,-0.601,1829-1,,
1829,2,-1.498,1829-2,,
1829,3,-0.412,1829-3,,
1829,4,-0.596,1829-4,,
1829,5,-0.053,1829-5,,
1829,6,-0.812,1829-6,,
1829,7,-0.277,1829-7,,
1829,8,-0.702,1829-8,,
1829,9,-1.502,1829-9,,
1829,10,-0.626,1829-10,,
1829,11,-0.942,1829-11,,
1829,12,-0.854,1829-12,,
1830,1,0.607,1830-1,,
1830,2,1.002,1830-2,,
1830,3,-0.726,1830-3,,
1830,4,0.452,1830-4,,
1830,5,-1.067,1830-5,,
1830,6,-0.767,1830-6,,
1830,7,0.266,1830-7,,
1830,8,-0.637,1830-8,,
1830,9,-1.652,1830-9,,
1830,10,-1.187,1830-10,,
1830,11,1.449,1830-11,,
1830,12,0.942,1830-12,,
1831,1,-0.266,1831-1,,
1831,2,-0.735,1831-2,,
1831,3,-0.73,1831-3,,
1831,4,-0.569,1831-4,,
1831,5,-0.355,1831-5,,
1831,6,-0.476,1831-6,,
1831,7,-0.851,1831-7,,
1831,8,-1.715,1831-8,,
1831,9,-2.065,1831-9,,
1831,10,-1.425,1831-10,,
1831,11,-1.478,1831-11,,
1831,12,-1.38,1831-12,,
1832,1,-0.621,1832-1,,
1832,2,-1.24,1832-2,,
1832,3,-0.679,1832-3,,
1832,4,-0.319,1832-4,,
1832,5,-0.801,1832-5,,
1832,6,-0.968,1832-6,,
1832,7,-0.972,1832-7,,
1832,8,-1.765,1832-8,,
1832,9,-1.79,1832-9,,
1832,10,-0.645,1832-10,,
1832,11,-1.704,1832-11,,
1832,12,-2.331,1832-12,,
1833,1,-0.271,1833-1,,
1833,2,-0.514,1833-2,,
1833,3,-1.098,1833-3,,
1833,4,-0.519,1833-4,,
1833,5,-0.623,1833-5,,
1833,6,-0.52,1833-6,,
1833,7,-0.892,1833-7,,
1833,8,-0.888,1833-8,,
1833,9,-0.933,1833-9,,
1833,10,-1.202,1833-10,,
1833,11,0.767,1833-11,,
1833,12,-0.234,1833-12,,
1834,1,-2.193,1834-1,,
1834,2,-0.478,1834-2,,
1834,3,0.439,1834-3,,
1834,4,-0.203,1834-4,,
1834,5,-0.057,1834-5,,
1834,6,-0.758,1834-6,,
1834,7,-0.542,1834-7,,
1834,8,-0.761,1834-8,,
1834,9,-0.712,1834-9,,
1834,10,-0.66,1834-10,,
1834,11,0.601,1834-11,,
1834,12,-0.312,1834-12,,
1835,1,0.487,1835-1,,
1835,2,-0.182,1835-2,,
1835,3,-0.921,1835-3,,
1835,4,-0.607,1835-4,,
1835,5,-1.123,1835-5,,
1835,6,-1.497,1835-6,,
1835,7,-1.649,1835-7,,
1835,8,-1.814,1835-8,,
1835,9,-2.185,1835-9,,
1835,10,-1.273,1835-10,,
1835,11,-1.832,1835-11,,
1835,12,-2.078,1835-12,,
1836,1,-0.538,1836-1,,
1836,2,-0.648,1836-2,,
1836,3,-0.046,1836-3,,
1836,4,-1.248,1836-4,,
1836,5,-1.187,1836-5,,
1836,6,-1.269,1836-6,,
1836,7,-1.179,1836-7,,
1836,8,-1.811,1836-8,,
1836,9,-1.564,1836-9,,
1836,10,-0.553,1836-10,,
1836,11,-2.025,1836-11,,
1836,12,-0.429,1836-12,,
1837,1,-0.244,1837-1,,
1837,2,-0.47,1837-2,,
1837,3,-1.548,1837-3,,
1837,4,-1.963,1837-4,,
1837,5,-1.628,1837-5,,
1837,6,-1.492,1837-6,,
1837,7,-1.438,1837-7,,
1837,8,-1.153,1837-8,,
1837,9,-1.471,1837-9,,
1837,10,-1.627,1837-10,,
1837,11,-1.644,1837-11,,
1837,12,-1.121,1837-12,,
1838,1,-2.929,1838-1,,
1838,2,-1.568,1838-2,,
1838,3,-1.646,1838-3,,
1838,4,-1.039,1838-4,,
1838,5,-1.301,1838-5,,
1838,6,-0.925,1838-6,,
1838,7,-0.347,1838-7,,
1838,8,-0.654,1838-8,,
1838,9,-1.144,1838-9,,
1838,10,-0.689,1838-10,,
1838,11,-0.835,1838-11,,
1838,12,-0.843,1838-12,,
1839,1,-0.167,1839-1,,
1839,2,0.389,1839-2,,
1839,3,-2.619,1839-3,,
1839,4,-0.427,1839-4,,
1839,5,-1,1839-5,,
1839,6,-0.82,1839-6,,
1839,7,-0.022,1839-7,,
1839,8,0.033,1839-8,,
1839,9,-1.257,1839-9,,
1839,10,-1.026,1839-10,,
1839,11,-1.999,1839-11,,
1839,12,-2.212,1839-12,,
1840,1,0.238,1840-1,,
1840,2,-0.968,1840-2,,
1840,3,-1.3,1840-3,,
1840,4,-0.494,1840-4,,
1840,5,-0.189,1840-5,,
1840,6,-0.317,1840-6,,
1840,7,0.023,1840-7,,
1840,8,-1.019,1840-8,,
1840,9,-1.191,1840-9,,
1840,10,-1.733,1840-10,,
1840,11,-1.896,1840-11,,
1840,12,-1.526,1840-12,,
1841,1,-1.688,1841-1,,
1841,2,-0.542,1841-2,,
1841,3,-2.059,1841-3,,
1841,4,-1.666,1841-4,,
1841,5,-0.721,1841-5,,
1841,6,-0.703,1841-6,,
1841,7,-0.105,1841-7,,
1841,8,-0.461,1841-8,,
1841,9,-1.382,1841-9,,
1841,10,-0.608,1841-10,,
1841,11,-1.273,1841-11,,
1841,12,-1.044,1841-12,,
1842,1,-0.752,1842-1,,
1842,2,-0.285,1842-2,,
1842,3,0.425,1842-3,,
1842,4,-0.158,1842-4,,
1842,5,-0.896,1842-5,,
1842,6,-1.086,1842-6,,
1842,7,-1.05,1842-7,,
1842,8,-0.859,1842-8,,
1842,9,-1.291,1842-9,,
1842,10,-0.959,1842-10,,
1842,11,-1.192,1842-11,,
1842,12,0.136,1842-12,,
1843,1,0.558,1843-1,,
1843,2,0.81,1843-2,,
1843,3,-0.557,1843-3,,
1843,4,-0.544,1843-4,,
1843,5,-1.371,1843-5,,
1843,6,-1.158,1843-6,,
1843,7,-0.701,1843-7,,
1843,8,-0.819,1843-8,,
1843,9,-0.962,1843-9,,
1843,10,-0.622,1843-10,,
1843,11,-1.147,1843-11,,
1843,12,0.226,1843-12,,
1844,1,-0.562,1844-1,,
1844,2,-0.987,1844-2,,
1844,3,-0.652,1844-3,,
1844,4,-0.999,1844-4,,
1844,5,-1.28,1844-5,,
1844,6,-0.89,1844-6,,
1844,7,-0.77,1844-7,,
1844,8,-1.029,1844-8,,
1844,9,-1.32,1844-9,,
1844,10,-0.611,1844-10,,
1844,11,-1.647,1844-11,,
1844,12,-1.735,1844-12,,
1845,1,0.104,1845-1,,
1845,2,-1.544,1845-2,,
1845,3,-0.771,1845-3,,
1845,4,-0.33,1845-4,,
1845,5,-0.987,1845-5,,
1845,6,-0.807,1845-6,,
1845,7,-0.322,1845-7,,
1845,8,-0.57,1845-8,,
1845,9,-1.057,1845-9,,
1845,10,-1.481,1845-10,,
1845,11,-0.89,1845-11,,
1845,12,-1.853,1845-12,,
1846,1,0.768,1846-1,,
1846,2,0.293,1846-2,,
1846,3,0.964,1846-3,,
1846,4,-0.893,1846-4,,
1846,5,-0.555,1846-5,,
1846,6,-0.176,1846-6,,
1846,7,0.208,1846-7,,
1846,8,-0.072,1846-8,,
1846,9,-0.497,1846-9,,
1846,10,-1.064,1846-10,,
1846,11,-0.961,1846-11,,
1846,12,0.036,1846-12,,
1847,1,0.134,1847-1,,
1847,2,0.38,1847-2,,
1847,3,-1.384,1847-3,,
1847,4,-0.425,1847-4,,
1847,5,-0.88,1847-5,,
1847,6,-0.871,1847-6,,
1847,7,-0.416,1847-7,,
1847,8,-0.726,1847-8,,
1847,9,-0.685,1847-9,,
1847,10,-0.695,1847-10,,
1847,11,-0.55,1847-11,,
1847,12,-1.91,1847-12,,
1848,1,-2.092,1848-1,,
1848,2,0.543,1848-2,,
1848,3,-0.573,1848-3,,
1848,4,-0.303,1848-4,,
1848,5,-0.895,1848-5,,
1848,6,-0.488,1848-6,,
1848,7,-0.207,1848-7,,
1848,8,-0.829,1848-8,,
1848,9,-1.262,1848-9,,
1848,10,-0.65,1848-10,,
1848,11,-0.897,1848-11,,
1848,12,-1.588,1848-12,,
1849,1,-0.66,1849-1,,
1849,2,-0.658,1849-2,,
1849,3,-0.13,1849-3,,
1849,4,-1.284,1849-4,,
1849,5,-1.311,1849-5,,
1849,6,-0.739,1849-6,,
1849,7,-0.215,1849-7,,
1849,8,-0.535,1849-8,,
1849,9,-1.207,1849-9,,
1849,10,-0.467,1849-10,,
1849,11,-0.368,1849-11,,
1849,12,-1.781,1849-12,,
1850,1,-1.931,1850-1,-0.949,-0.663
1850,2,-0.219,1850-2,0.414,-0.065
1850,3,-0.511,1850-3,-1.197,-1.02
1850,4,-1.309,1850-4,-0.982,-0.693
1850,5,-1.454,1850-5,-0.968,-0.738
1850,6,-0.594,1850-6,-0.526,-0.125
1850,7,-0.156,1850-7,-0.837,-0.174
1850,8,-0.141,1850-8,-0.707,-0.269
1850,9,-0.829,1850-9,-1.605,-1.167
1850,10,-1.287,1850-10,-1.282,-0.796
1850,11,-1.491,1850-11,-1.028,-0.715
1850,12,-1.233,1850-12,-0.32,0.034
1851,1,-0.205,1851-1,0.555,0.629
1851,2,-0.759,1851-2,0.385,0.694
1851,3,-1.301,1851-3,-0.787,-0.33
1851,4,-1.189,1851-4,0.133,0.42
1851,5,-0.474,1851-5,-1.521,-0.612
1851,6,-0.415,1851-6,-1.362,-0.627
1851,7,-0.102,1851-7,-2.127,-0.849
1851,8,-0.425,1851-8,-2.318,-1.279
1851,9,-0.579,1851-9,-0.432,0.378
1851,10,-0.278,1851-10,-0.017,0.166
1851,11,-1.298,1851-11,-1.244,-0.613
1851,12,-0.62,1851-12,-0.833,-0.037
1852,1,-0.378,1852-1,-0.793,-0.207
1852,2,-0.8,1852-2,-0.043,0.282
1852,3,-1.698,1852-3,-0.375,-0.739
1852,4,-1.016,1852-4,-2.888,-2.709
1852,5,-0.374,1852-5,-0.533,-0.867
1852,6,-0.683,1852-6,-0.49,-0.44
1852,7,-0.252,1852-7,-1.614,-0.901
1852,8,-0.975,1852-8,-1.692,-0.688
1852,9,-0.819,1852-9,-1.343,-0.828
1852,10,-0.469,1852-10,-0.817,-0.352
1852,11,-1.601,1852-11,-1.664,-1.269
1852,12,0.041,1852-12,-0.125,0.152
1853,1,-0.814,1853-1,0.588,0.817
1853,2,-1.148,1853-2,-0.321,-0.19
1853,3,-1.361,1853-3,-0.969,-1.146
1853,4,-0.885,1853-4,-0.657,-0.779
1853,5,-0.555,1853-5,-0.592,-0.657
1853,6,-0.411,1853-6,-0.396,-0.446
1853,7,0.025,1853-7,-0.762,-0.661
1853,8,-0.16,1853-8,-0.47,-0.894
1853,9,-0.657,1853-9,-0.229,-0.657
1853,10,-0.759,1853-10,-0.299,-1.054
1853,11,-1.456,1853-11,0.102,0.096
1853,12,-0.753,1853-12,-0.432,-0.94
1854,1,-1.385,1854-1,-0.301,-0.709
1854,2,-1.32,1854-2,-0.705,-1.464
1854,3,-0.648,1854-3,-0.543,-0.668
1854,4,-0.776,1854-4,-1.27,-1.301
1854,5,-0.488,1854-5,-0.372,-0.579
1854,6,-0.931,1854-6,-0.204,-0.39
1854,7,-0.011,1854-7,0.577,-0.195
1854,8,-0.302,1854-8,0.282,-0.409
1854,9,-0.692,1854-9,-0.973,-0.975
1854,10,0.505,1854-10,0.093,0.012
1854,11,-0.451,1854-11,-0.969,-1.545
1854,12,-0.129,1854-12,-0.359,-0.739
1855,1,0.121,1855-1,0.099,-0.062
1855,2,-0.184,1855-2,-1.564,-2.405
1855,3,-0.67,1855-3,-0.624,-1.117
1855,4,0.197,1855-4,-0.13,-0.85
1855,5,-0.194,1855-5,-0.128,-0.563
1855,6,-0.634,1855-6,-1.085,-0.715
1855,7,-0.755,1855-7,-0.396,-0.209
1855,8,-0.589,1855-8,-0.697,-0.944
1855,9,-1.044,1855-9,-0.91,-0.779
1855,10,-0.804,1855-10,-0.777,-1.168
1855,11,-0.955,1855-11,-0.335,-0.659
1855,12,-1.675,1855-12,-1.328,-1.535
1856,1,0.058,1856-1,-0.785,-0.914
1856,2,-1.01,1856-2,-0.872,-1.419
1856,3,-0.983,1856-3,-0.873,-1.978
1856,4,-0.567,1856-4,-0.275,-0.563
1856,5,-0.772,1856-5,-0.801,-0.858
1856,6,-0.058,1856-6,-0.905,-0.55
1856,7,-0.391,1856-7,-1.467,-1.194
1856,8,-0.995,1856-8,-1.408,-1.769
1856,9,-1.301,1856-9,-0.384,-1.584
1856,10,-1.239,1856-10,-0.543,-1.252
1856,11,-0.892,1856-11,-1.891,-2.693
1856,12,-0.328,1856-12,-1.193,-1.764
1857,1,-0.851,1857-1,-1.493,-2.338
1857,2,-0.959,1857-2,1.068,1.675
1857,3,-1.01,1857-3,-0.794,-0.327
1857,4,-1.621,1857-4,-0.744,-0.859
1857,5,-1.552,1857-5,-1.712,-1.489
1857,6,-0.989,1857-6,-1.998,-1.652
1857,7,-0.573,1857-7,-1.242,-1.115
1857,8,-0.776,1857-8,-0.648,-1.09
1857,9,-1.122,1857-9,-0.719,-0.727
1857,10,-1.104,1857-10,-0.146,-0.144
1857,11,-0.958,1857-11,-0.714,-1.844
1857,12,-0.187,1857-12,0.873,1.121
1858,1,-0.058,1858-1,1.372,1.396
1858,2,-1.013,1858-2,-0.425,-1.067
1858,3,-0.529,1858-3,-0.342,-0.24
1858,4,-0.139,1858-4,-0.435,-0.792
1858,5,-0.574,1858-5,-0.773,-1.065
1858,6,-0.321,1858-6,-0.112,-0.245
1858,7,-0.658,1858-7,-0.553,-0.129
1858,8,-0.719,1858-8,-0.321,-0.255
1858,9,-1.093,1858-9,-0.158,-0.285
1858,10,-0.505,1858-10,0.392,0.692
1858,11,-0.202,1858-11,-1.44,-1.148
1858,12,-1.277,1858-12,-0.545,0.071
1859,1,-0.62,1859-1,0.171,0.804
1859,2,-0.579,1859-2,0.339,1.793
1859,3,-0.36,1859-3,-0.261,0.546
1859,4,0.146,1859-4,0.109,-0.325
1859,5,0.064,1859-5,0.412,0.286
1859,6,-0.229,1859-6,-0.813,0.095
1859,7,-0.48,1859-7,-1.069,-0.61
1859,8,-0.69,1859-8,-0.848,-0.068
1859,9,-1.071,1859-9,-1.146,-0.283
1859,10,-0.322,1859-10,-0.456,-0.228
1859,11,-0.332,1859-11,-0.309,0.142
1859,12,-0.504,1859-12,-0.804,-1.115
1860,1,-0.721,1860-1,0.64,0.653
1860,2,-0.611,1860-2,-0.588,-0.55
1860,3,-1.983,1860-3,-0.072,0.133
1860,4,-0.585,1860-4,-0.542,0.006
1860,5,-0.351,1860-5,-0.437,-0.334
1860,6,-0.17,1860-6,-0.172,0.189
1860,7,-0.1,1860-7,-1.084,-0.673
1860,8,-0.049,1860-8,-0.712,-0.653
1860,9,-0.212,1860-9,-0.722,-0.567
1860,10,-0.549,1860-10,-1.026,-0.537
1860,11,-1.132,1860-11,-0.291,-0.556
1860,12,-2.132,1860-12,-0.957,-1.017
1861,1,-2.195,1861-1,-0.917,-0.94
1861,2,-0.977,1861-2,-0.158,-0.19
1861,3,-0.862,1861-3,-0.812,-0.755
1861,4,-0.84,1861-4,-0.897,-0.476
1861,5,-0.91,1861-5,-1.597,-1.111
1861,6,-0.474,1861-6,0.368,0.168
1861,7,-0.367,1861-7,-0.428,-0.245
1861,8,-0.167,1861-8,-0.381,-0.457
1861,9,-0.756,1861-9,0.281,-0.415
1861,10,-0.998,1861-10,0.792,-0.134
1861,11,-0.367,1861-11,-0.216,-0.268
1861,12,-0.893,1861-12,0.053,-0.239
1862,1,-2.074,1862-1,-1.628,-1.95
1862,2,-1.588,1862-2,-1.585,-2.472
1862,3,-0.974,1862-3,-0.478,-0.987
1862,4,-1.233,1862-4,-0.674,-0.776
1862,5,-0.547,1862-5,0.238,-0.158
1862,6,-0.692,1862-6,-0.673,-0.91
1862,7,-0.491,1862-7,0.043,0.068
1862,8,-0.84,1862-8,-0.812,-0.789
1862,9,-1.135,1862-9,-0.5,-0.604
1862,10,-1.103,1862-10,0.496,-0.414
1862,11,-1.387,1862-11,-0.411,-0.36
1862,12,-2.156,1862-12,-0.292,-0.043
1863,1,0.389,1863-1,0.516,1.626
1863,2,0.14,1863-2,-0.048,1.036
1863,3,-0.544,1863-3,-0.584,0.433
1863,4,-0.239,1863-4,-0.013,0.009
1863,5,-0.202,1863-5,-0.428,0.515
1863,6,-0.502,1863-6,-0.615,0.278
1863,7,-0.593,1863-7,-1.544,-0.325
1863,8,-0.699,1863-8,-0.953,-0.405
1863,9,-1.084,1863-9,-1.325,-0.468
1863,10,-1.237,1863-10,-0.617,-0.236
1863,11,-0.75,1863-11,-0.26,-0.655
1863,12,-1.027,1863-12,-0.633,-0.477
1864,1,-1.177,1864-1,-1.097,-1.035
1864,2,-0.641,1864-2,-0.369,0.201
1864,3,-0.745,1864-3,-0.347,-0.776
1864,4,-0.823,1864-4,-1.099,-0.648
1864,5,-0.263,1864-5,-0.206,-0.322
1864,6,-0.162,1864-6,-0.529,0.39
1864,7,-0.262,1864-7,-0.765,-0.655
1864,8,-0.568,1864-8,-0.765,-0.596
1864,9,-0.766,1864-9,-0.618,-0.361
1864,10,-0.603,1864-10,-0.474,-0.86
1864,11,-0.989,1864-11,-0.132,-0.757
1864,12,-1.467,1864-12,-0.386,-0.688
1865,1,0.274,1865-1,0.301,-0.366
1865,2,-1.091,1865-2,-0.406,-0.406
1865,3,-1.262,1865-3,0.056,-0.385
1865,4,-0.963,1865-4,-0.2,-0.155
1865,5,-0.46,1865-5,-0.347,-0.463
1865,6,-0.418,1865-6,0.09,-0.135
1865,7,-0.209,1865-7,-0.886,-0.013
1865,8,-0.347,1865-8,-0.695,-0.639
1865,9,-0.374,1865-9,-0.281,0.041
1865,10,-0.128,1865-10,0.319,-0.272
1865,11,0.06,1865-11,0.693,0.198
1865,12,-0.96,1865-12,-0.624,-0.979
1866,1,0.345,1866-1,0.342,0.459
1866,2,-1.005,1866-2,0.01,-0.538
1866,3,-0.965,1866-3,-1.179,-1.306
1866,4,-0.524,1866-4,0.025,-0.259
1866,5,-0.498,1866-5,-0.357,-0.689
1866,6,-0.739,1866-6,-0.224,-0.357
1866,7,0.164,1866-7,0.303,-0.153
1866,8,-0.483,1866-8,-0.968,-0.563
1866,9,-0.548,1866-9,-0.314,-0.047
1866,10,-0.739,1866-10,-0.415,-0.428
1866,11,-0.165,1866-11,-0.666,-0.369
1866,12,0.409,1866-12,-0.507,-0.962
1867,1,-0.217,1867-1,-0.969,-1.369
1867,2,-0.677,1867-2,-0.043,0.07
1867,3,-0.871,1867-3,-0.901,-1.623
1867,4,-0.18,1867-4,-0.623,-0.605
1867,5,-0.866,1867-5,-1.025,-1.185
1867,6,-0.269,1867-6,0.453,0.419
1867,7,-0.195,1867-7,-0.174,0.024
1867,8,-0.362,1867-8,-0.104,-0.239
1867,9,-0.352,1867-9,-0.365,-0.327
1867,10,-0.083,1867-10,0.511,0.091
1867,11,0.77,1867-11,-0.648,-1.792
1867,12,0.05,1867-12,-1.689,-2.75
1868,1,-0.842,1868-1,-1.104,-1.23
1868,2,-1.385,1868-2,-0.665,-1.281
1868,3,-0.817,1868-3,0.044,-0.021
1868,4,-0.175,1868-4,-0.849,-1.028
1868,5,-0.229,1868-5,-0.296,-0.425
1868,6,-0.316,1868-6,-0.29,-0.478
1868,7,0.094,1868-7,0.553,0.262
1868,8,-0.211,1868-8,-0.04,0.008
1868,9,-0.665,1868-9,-0.823,-1.022
1868,10,0.082,1868-10,-0.133,-0.334
1868,11,-0.996,1868-11,-1.433,-0.723
1868,12,-0.424,1868-12,-0.602,-0.801
1869,1,-0.399,1869-1,0.224,0.622
1869,2,0.196,1869-2,0.745,0.947
1869,3,-1.041,1869-3,-0.164,-0.39
1869,4,-0.433,1869-4,-0.249,-0.473
1869,5,-0.117,1869-5,0.247,-0.163
1869,6,-0.102,1869-6,-0.255,-0.041
1869,7,-0.019,1869-7,-0.019,-0.376
1869,8,-0.008,1869-8,0.205,-0.092
1869,9,0.16,1869-9,0.204,-0.547
1869,10,-0.345,1869-10,-0.715,-1.628
1869,11,-0.389,1869-11,-0.772,-0.978
1869,12,-0.956,1869-12,-0.296,-0.473
1870,1,-0.693,1870-1,0.466,-0.432
1870,2,-1.209,1870-2,-0.257,-0.639
1870,3,-0.812,1870-3,-1.271,-1.116
1870,4,-0.454,1870-4,0.071,-0.326
1870,5,-0.159,1870-5,0.704,0.095
1870,6,0.127,1870-6,0.51,0.664
1870,7,0.102,1870-7,0.17,0.371
1870,8,-0.5,1870-8,-0.572,-0.419
1870,9,-0.194,1870-9,-0.691,-0.562
1870,10,-0.526,1870-10,-0.564,-0.113
1870,11,-0.586,1870-11,0.726,0.296
1870,12,-1.489,1870-12,-1.149,-1.423
1871,1,-1.355,1871-1,-0.764,-0.543
1871,2,-1.558,1871-2,-1.026,-1.173
1871,3,-0.675,1871-3,-0.218,0.104
1871,4,-0.039,1871-4,-0.102,-0.27
1871,5,-0.593,1871-5,0.066,-0.566
1871,6,-0.439,1871-6,0.032,-0.459
1871,7,-0.151,1871-7,-0.114,-0.282
1871,8,-0.051,1871-8,0.109,-0.4
1871,9,-0.576,1871-9,-0.532,-1.141
1871,10,-0.242,1871-10,-0.121,-0.735
1871,11,-1.232,1871-11,-1.573,-1.439
1871,12,-0.808,1871-12,-1.536,-2.408
1872,1,-1.013,1872-1,0.13,0.054
1872,2,-0.933,1872-2,0.314,-0.922
1872,3,-0.558,1872-3,-0.278,-1.536
1872,4,-0.582,1872-4,-0.149,-0.696
1872,5,-0.269,1872-5,0.042,-0.287
1872,6,-0.541,1872-6,0.243,0.019
1872,7,-0.175,1872-7,-0.269,-0.474
1872,8,-0.135,1872-8,-0.338,-0.604
1872,9,-0.274,1872-9,-0.538,-0.356
1872,10,-0.178,1872-10,0.237,-0.413
1872,11,-0.938,1872-11,-0.298,-0.872
1872,12,-1.24,1872-12,-0.851,-1.651
1873,1,-0.721,1873-1,-0.124,-0.873
1873,2,-0.134,1873-2,-0.308,-1.391
1873,3,-0.703,1873-3,0.001,-0.798
1873,4,-0.981,1873-4,-0.476,-1.161
1873,5,-0.426,1873-5,-0.336,-0.864
1873,6,-0.207,1873-6,0.068,-0.719
1873,7,-0.201,1873-7,0.019,-0.454
1873,8,-0.211,1873-8,-0.36,-0.45
1873,9,-0.701,1873-9,-0.783,-0.803
1873,10,-0.114,1873-10,-0.562,-1.063
1873,11,-0.405,1873-11,-0.763,-1.349
1873,12,-0.023,1873-12,-0.079,-1.029
1874,1,-0.041,1874-1,-0.557,-0.693
1874,2,-0.204,1874-2,-0.683,-0.745
1874,3,-1.25,1874-3,-1.548,-1.508
1874,4,-0.228,1874-4,-0.885,-1.166
1874,5,-0.125,1874-5,-0.384,-0.614
1874,6,-0.252,1874-6,-0.251,-0.624
1874,7,-0.337,1874-7,-0.298,-0.795
1874,8,-0.155,1874-8,0.004,-0.809
1874,9,-0.051,1874-9,-0.33,-0.54
1874,10,-0.165,1874-10,0.884,-0.424
1874,11,-0.483,1874-11,-1.105,-1.491
1874,12,-0.317,1874-12,-0.099,-0.478
1875,1,-1.115,1875-1,-1.695,-2.398
1875,2,-0.878,1875-2,-0.962,-1.652
1875,3,-1.082,1875-3,-0.323,-1.866
1875,4,-0.813,1875-4,-0.667,-1.323
1875,5,-0.625,1875-5,0.302,-1.04
1875,6,-0.354,1875-6,-0.022,-0.989
1875,7,-0.26,1875-7,0.399,-0.646
1875,8,-0.561,1875-8,0.196,-0.918
1875,9,-0.835,1875-9,-0.151,-1.146
1875,10,-0.653,1875-10,-0.282,-1.213
1875,11,-1.515,1875-11,-1.177,-2.218
1875,12,-0.926,1875-12,-0.736,-1.781
1876,1,-0.701,1876-1,-0.862,-1.057
1876,2,-0.602,1876-2,-0.232,-1.129
1876,3,-0.556,1876-3,-0.819,-1.184
1876,4,-0.206,1876-4,-0.177,-0.803
1876,5,-0.679,1876-5,-0.728,-0.877
1876,6,-0.389,1876-6,-0.307,-0.724
