Year,Month,Anomaly,Date,Max,Min
1923,9,-0.271,1923-9,-0.1,-0.649
1923,10,0.196,1923-10,0.155,-0.11
1923,11,0.206,1923-11,0.126,-0.141
1923,12,0.201,1923-12,0.145,-0.193
1924,1,-0.32,1924-1,-0.227,-0.646
1924,2,-0.334,1924-2,-0.371,-0.528
1924,3,0.009,1924-3,0.005,-0.181
1924,4,-0.406,1924-4,-0.462,-0.663
1924,5,-0.188,1924-5,-0.037,-0.518
1924,6,-0.196,1924-6,-0.049,-0.483
1924,7,-0.127,1924-7,-0.03,-0.34
1924,8,-0.294,1924-8,-0.168,-0.563
1924,9,-0.205,1924-9,-0.169,-0.391
1924,10,-0.095,1924-10,-0.151,-0.349
1924,11,0.22,1924-11,0.007,0.005
1924,12,-0.212,1924-12,-0.507,-0.364
1925,1,-0.36,1925-1,-0.64,-0.379
1925,2,-0.562,1925-2,-0.47,-0.856
1925,3,-0.272,1925-3,-0.145,-0.593
1925,4,0.062,1925-4,0.251,-0.219
1925,5,-0.326,1925-5,-0.185,-0.612
1925,6,-0.432,1925-6,-0.208,-0.704
1925,7,-0.323,1925-7,-0.129,-0.489
1925,8,-0.154,1925-8,0.083,-0.418
1925,9,-0.165,1925-9,-0.062,-0.401
1925,10,-0.113,1925-10,-0.168,-0.352
1925,11,0.185,1925-11,0.181,-0.013
1925,12,0.658,1925-12,0.875,0.202
1926,1,0.801,1926-1,0.653,0.623
1926,2,0.471,1926-2,0.526,0.2
1926,3,0.491,1926-3,0.301,0.351
1926,4,-0.134,1926-4,-0.217,-0.417
1926,5,-0.448,1926-5,-0.517,-0.606
1926,6,-0.269,1926-6,-0.063,-0.536
1926,7,-0.234,1926-7,-0.115,-0.479
1926,8,-0.058,1926-8,0.005,-0.231
1926,9,-0.074,1926-9,-0.134,-0.286
1926,10,0.248,1926-10,0.389,-0.073
1926,11,0.096,1926-11,0.123,-0.014
1926,12,-0.401,1926-12,-0.538,-0.553
1927,1,-0.304,1927-1,-0.25,-0.591
1927,2,-0.226,1927-2,-0.387,-0.339
1927,3,-0.699,1927-3,-0.785,-0.945
1927,4,-0.312,1927-4,-0.37,-0.593
1927,5,-0.229,1927-5,-0.231,-0.568
1927,6,-0.269,1927-6,-0.131,-0.528
1927,7,-0.121,1927-7,0.086,-0.292
1927,8,-0.237,1927-8,-0.178,-0.482
1927,9,0.096,1927-9,0.148,-0.162
1927,10,0.572,1927-10,0.578,0.345
1927,11,0.144,1927-11,0.282,-0.071
1927,12,-0.494,1927-12,-0.479,-0.62
1928,1,0.35,1928-1,0.123,0.263
1928,2,0.09,1928-2,0.02,-0.072
1928,3,-0.399,1928-3,-0.385,-0.616
1928,4,-0.115,1928-4,-0.127,-0.339
1928,5,-0.219,1928-5,-0.195,-0.49
1928,6,-0.449,1928-6,-0.427,-0.535
1928,7,-0.133,1928-7,-0.127,-0.32
1928,8,-0.241,1928-8,-0.16,-0.394
1928,9,-0.125,1928-9,0.013,-0.396
1928,10,0.159,1928-10,0.315,-0.103
1928,11,0.147,1928-11,0.173,-0.009
1928,12,0.132,1928-12,0.04,-0.042
1929,1,-0.633,1929-1,-0.708,-0.775
1929,2,-1.109,1929-2,-1.155,-1.297
1929,3,-0.258,1929-3,-0.289,-0.505
1929,4,-0.285,1929-4,-0.243,-0.552
1929,5,-0.477,1929-5,-0.322,-0.633
1929,6,-0.621,1929-6,-0.647,-0.697
1929,7,-0.478,1929-7,-0.463,-0.531
1929,8,-0.277,1929-8,-0.146,-0.488
1929,9,-0.323,1929-9,-0.379,-0.499
1929,10,0.138,1929-10,0.125,0.019
1929,11,-0.005,1929-11,0.046,-0.245
1929,12,-1.16,1929-12,-1.411,-1.256
1930,1,-0.307,1930-1,-0.529,-0.342
1930,2,-0.144,1930-2,-0.131,-0.329
1930,3,0.145,1930-3,0.223,0.015
1930,4,-0.21,1930-4,-0.305,-0.319
1930,5,-0.293,1930-5,-0.361,-0.399
1930,6,-0.201,1930-6,-0.254,-0.308
1930,7,0.015,1930-7,0.13,-0.111
1930,8,-0.043,1930-8,0.094,-0.157
1930,9,-0.277,1930-9,-0.218,-0.489
1930,10,-0.063,1930-10,-0.156,-0.084
1930,11,0.345,1930-11,0.248,0.24
1930,12,0.058,1930-12,-0.033,-0.061
1931,1,0.042,1931-1,-0.067,-0.04
1931,2,-0.525,1931-2,-0.78,-0.58
1931,3,-0.117,1931-3,-0.096,-0.401
1931,4,-0.233,1931-4,-0.223,-0.344
1931,5,-0.394,1931-5,-0.422,-0.464
1931,6,0.009,1931-6,0.133,-0.09
1931,7,0.154,1931-7,0.27,0.145
1931,8,0.173,1931-8,0.292,0.042
1931,9,0.146,1931-9,0.132,0.08
1931,10,0.617,1931-10,0.653,0.443
1931,11,0.066,1931-11,-0.12,-0.097
1931,12,0.305,1931-12,0.402,0.076
1932,1,0.926,1932-1,1.031,0.762
1932,2,-0.297,1932-2,-0.182,-0.683
1932,3,-0.433,1932-3,-0.315,-0.514
1932,4,0.357,1932-4,0.369,0.236
1932,5,-0.183,1932-5,-0.342,-0.188
1932,6,-0.186,1932-6,-0.148,-0.347
1932,7,-0.05,1932-7,0.008,-0.099
1932,8,-0.184,1932-8,-0.162,-0.21
1932,9,0.156,1932-9,0.269,-0.06
1932,10,0.336,1932-10,0.385,0.261
1932,11,-0.331,1932-11,-0.205,-0.648
1932,12,-0.212,1932-12,-0.223,-0.4
1933,1,-0.521,1933-1,-0.746,-0.601
1933,2,-0.624,1933-2,-0.656,-0.785
1933,3,-0.531,1933-3,-0.563,-0.642
1933,4,-0.296,1933-4,-0.292,-0.366
1933,5,-0.344,1933-5,-0.351,-0.437
1933,6,-0.447,1933-6,-0.238,-0.633
1933,7,-0.188,1933-7,-0.077,-0.251
1933,8,-0.17,1933-8,-0.032,-0.281
1933,9,-0.294,1933-9,-0.314,-0.363
1933,10,-0.085,1933-10,0.129,-0.286
1933,11,-0.307,1933-11,-0.157,-0.565
1933,12,-0.64,1933-12,-0.675,-0.835
1934,1,-0.234,1934-1,-0.205,-0.332
1934,2,0.385,1934-2,0.479,0.332
1934,3,-0.611,1934-3,-0.493,-0.758
1934,4,-0.411,1934-4,-0.363,-0.526
1934,5,0.083,1934-5,0.283,-0.153
1934,6,-0.141,1934-6,-0.137,-0.207
1934,7,-0.074,1934-7,0.031,-0.086
1934,8,-0.162,1934-8,-0.153,-0.157
1934,9,-0.415,1934-9,-0.424,-0.479
1934,10,0.11,1934-10,0.253,-0.051
1934,11,0.203,1934-11,-0.015,0.258
1934,12,0.241,1934-12,0.12,0.042
1935,1,-0.514,1935-1,-0.473,-0.768
1935,2,0.819,1935-2,0.855,0.762
1935,3,0.008,1935-3,0.087,-0.196
1935,4,-0.639,1935-4,-0.521,-0.793
1935,5,-0.511,1935-5,-0.399,-0.659
1935,6,-0.241,1935-6,-0.166,-0.408
1935,7,-0.098,1935-7,0.095,-0.137
1935,8,-0.172,1935-8,-0.005,-0.318
1935,9,-0.152,1935-9,-0.006,-0.403
1935,10,0.181,1935-10,0.331,0.028
1935,11,-0.731,1935-11,-0.833,-0.885
1935,12,-0.303,1935-12,-0.387,-0.438
1936,1,-0.454,1936-1,-0.359,-0.728
1936,2,-0.792,1936-2,-0.763,-0.907
1936,3,-0.371,1936-3,-0.263,-0.541
1936,4,-0.292,1936-4,-0.213,-0.368
1936,5,-0.158,1936-5,-0.116,-0.261
1936,6,-0.209,1936-6,-0.056,-0.344
1936,7,0.184,1936-7,0.39,0.107
1936,8,-0.085,1936-8,0.064,-0.224
1936,9,-0.14,1936-9,-0.013,-0.351
1936,10,0.136,1936-10,0.281,-0.023
1936,11,0.036,1936-11,0.093,-0.246
1936,12,0.172,1936-12,0.039,0.187
1937,1,-0.233,1937-1,-0.325,-0.426
1937,2,0.262,1937-2,0.203,0.065
1937,3,-0.519,1937-3,-0.482,-0.824
1937,4,-0.267,1937-4,-0.253,-0.403
1937,5,-0.002,1937-5,0.14,-0.274
1937,6,0.025,1937-6,0.286,-0.159
1937,7,-0.071,1937-7,0.072,-0.135
1937,8,0.056,1937-8,0.188,-0.021
1937,9,0.225,1937-9,0.402,-0.009
1937,10,0.398,1937-10,0.53,0.362
1937,11,0.164,1937-11,0.176,-0.056
1937,12,-0.252,1937-12,-0.138,-0.492
1938,1,0.217,1938-1,0.193,0.228
1938,2,0.132,1938-2,0.124,-0.004
1938,3,0.257,1938-3,0.349,0.186
1938,4,0.501,1938-4,0.662,0.497
1938,5,0.063,1938-5,0.219,-0.052
1938,6,-0.246,1938-6,-0.245,-0.229
1938,7,0.047,1938-7,0.156,0.017
1938,8,0.018,1938-8,0.164,-0.112
1938,9,0.267,1938-9,0.373,0.028
1938,10,0.475,1938-10,0.634,0.3
1938,11,0.385,1938-11,0.406,0.288
1938,12,-0.202,1938-12,-0.252,-0.363
1939,1,0.255,1939-1,0.331,0.004
1939,2,-0.033,1939-2,0.022,-0.071
1939,3,-0.453,1939-3,-0.343,-0.497
1939,4,-0.077,1939-4,0.185,-0.141
1939,5,0.118,1939-5,0.334,-0.099
1939,6,-0.026,1939-6,0.211,-0.124
1939,7,-0.024,1939-7,0.125,0.071
1939,8,-0.018,1939-8,0.159,-0.141
1939,9,-0.201,1939-9,-0.024,-0.477
1939,10,-0.084,1939-10,-0.1,-0.153
1939,11,0.007,1939-11,0.035,-0.116
1939,12,1.228,1939-12,1.474,0.938
1940,1,-0.339,1940-1,-0.258,-0.516
1940,2,0.123,1940-2,0.161,0.001
1940,3,0.006,1940-3,0.052,-0.045
1940,4,0.328,1940-4,0.474,0.283
1940,5,-0.087,1940-5,0.065,-0.253
1940,6,0.026,1940-6,0.212,-0.103
1940,7,0.174,1940-7,0.337,-0.021
1940,8,-0.092,1940-8,0.015,-0.212
1940,9,0.135,1940-9,0.17,-0.048
1940,10,0.157,1940-10,0.24,0.076
1940,11,-0.086,1940-11,-0.076,-0.201
1940,12,0.405,1940-12,0.502,0.246
1941,1,0.059,1941-1,0.21,-0.212
1941,2,0.357,1941-2,0.456,0.229
1941,3,-0.175,1941-3,-0.103,-0.266
1941,4,0.159,1941-4,0.198,0.222
1941,5,0.092,1941-5,0.111,0.118
1941,6,0.084,1941-6,0.193,0.043
1941,7,0.277,1941-7,0.445,0.196
1941,8,0.097,1941-8,0.184,0.021
1941,9,-0.314,1941-9,-0.163,-0.433
1941,10,0.41,1941-10,0.453,0.309
1941,11,-0.205,1941-11,-0.178,-0.378
1941,12,-0.024,1941-12,-0.046,-0.229
1942,1,0.429,1942-1,0.563,0.213
1942,2,-0.393,1942-2,-0.46,-0.393
1942,3,-0.072,1942-3,0.021,-0.213
1942,4,0.033,1942-4,0.184,-0.04
1942,5,-0.055,1942-5,-0.021,-0.058
1942,6,0.034,1942-6,0.156,0.02
1942,7,-0.176,1942-7,-0.062,-0.088
1942,8,-0.143,1942-8,-0.093,-0.185
1942,9,0.007,1942-9,0.202,-0.273
1942,10,0.327,1942-10,0.383,0.202
1942,11,0.224,1942-11,0.382,-0.005
1942,12,0.207,1942-12,0.156,0.131
1943,1,-0.291,1943-1,-0.173,-0.452
1943,2,0.26,1943-2,0.434,0.13
1943,3,-0.251,1943-3,-0.128,-0.219
1943,4,0.241,1943-4,0.344,0.309
1943,5,0.072,1943-5,0.188,0.037
1943,6,-0.395,1943-6,-0.237,-0.326
1943,7,0.044,1943-7,0.255,-0.087
1943,8,-0.145,1943-8,0.002,-0.175
1943,9,-0.045,1943-9,0.073,-0.162
1943,10,0.602,1943-10,0.815,0.391
1943,11,0.074,1943-11,0.187,-0.113
1943,12,0.531,1943-12,0.567,0.308
1944,1,0.846,1944-1,0.853,0.8
1944,2,0.305,1944-2,0.355,0.31
1944,3,0.144,1944-3,0.275,0.172
1944,4,0.04,1944-4,0.276,-0.06
1944,5,-0.069,1944-5,0.217,-0.174
1944,6,-0.076,1944-6,0.213,-0.129
1944,7,0.05,1944-7,0.324,0.045
1944,8,0.094,1944-8,0.376,-0.127
1944,9,0.309,1944-9,0.454,0.154
1944,10,0.504,1944-10,0.709,0.325
1944,11,-0.07,1944-11,-0.198,-0.075
1944,12,-0.26,1944-12,-0.23,-0.327
1945,1,-0.147,1945-1,-0.021,-0.15
1945,2,-0.632,1945-2,-0.586,-0.54
1945,3,-0.194,1945-3,-0.044,-0.315
1945,4,0.272,1945-4,0.407,0.178
1945,5,-0.299,1945-5,-0.088,-0.468
1945,6,-0.208,1945-6,0.05,-0.266
1945,7,-0.19,1945-7,0.02,-0.246
1945,8,0.383,1945-8,0.496,0.212
1945,9,0.084,1945-9,0.11,-0.05
1945,10,0.282,1945-10,0.379,0.18
1945,11,-0.085,1945-11,-0.032,-0.295
1945,12,-0.547,1945-12,-0.465,-0.757
1946,1,0.32,1946-1,0.337,0.189
1946,2,0.196,1946-2,0.304,0.02
1946,3,-0.137,1946-3,0.044,-0.266
1946,4,0.452,1946-4,0.61,0.247
1946,5,-0.025,1946-5,0.063,-0.18
1946,6,-0.218,1946-6,-0.161,-0.437
1946,7,0.02,1946-7,0.165,-0.115
1946,8,-0.093,1946-8,0.113,-0.187
1946,9,-0.061,1946-9,-0.034,-0.191
1946,10,0.001,1946-10,0.141,-0.107
1946,11,0.093,1946-11,0.11,-0.174
1946,12,-0.534,1946-12,-0.544,-0.699
1947,1,-0.049,1947-1,-0.004,-0.215
1947,2,0.032,1947-2,0.1,-0.2
1947,3,0.426,1947-3,0.512,0.211
1947,4,0.296,1947-4,0.403,0.286
1947,5,-0.05,1947-5,0.092,-0.206
1947,6,-0.09,1947-6,0.118,-0.19
1947,7,-0.034,1947-7,0.064,-0.186
1947,8,-0.069,1947-8,-0.058,-0.141
1947,9,0.046,1947-9,0.031,-0.095
1947,10,0.727,1947-10,0.731,0.587
1947,11,0.269,1947-11,0.141,0.186
1947,12,-0.04,1947-12,-0.029,-0.158
1948,1,0.702,1948-1,0.978,0.409
1948,2,-0.059,1948-2,0.087,-0.147
1948,3,-0.461,1948-3,-0.394,-0.49
1948,4,0.102,1948-4,0.075,0.174
1948,5,0.126,1948-5,0.319,0.031
1948,6,0.12,1948-6,0.303,-0.035
1948,7,0.034,1948-7,0.23,0.059
1948,8,-0.023,1948-8,0.183,-0.216
1948,9,0.02,1948-9,0.243,-0.225
1948,10,0.304,1948-10,0.467,0.115
1948,11,0.06,1948-11,0.122,-0.004
1948,12,-0.193,1948-12,-0.153,-0.409
1949,1,0.573,1949-1,0.687,0.323
1949,2,-0.507,1949-2,-0.462,-0.561
1949,3,-0.309,1949-3,-0.224,-0.235
1949,4,-0.046,1949-4,0.138,-0.037
1949,5,-0.082,1949-5,0.01,-0.022
1949,6,-0.33,1949-6,-0.179,-0.25
1949,7,-0.199,1949-7,0.024,-0.271
1949,8,-0.104,1949-8,0.116,-0.168
1949,9,-0.184,1949-9,-0.034,-0.404
1949,10,0.248,1949-10,0.405,0.019
1949,11,-0.007,1949-11,0.102,-0.248
1949,12,-0.229,1949-12,-0.216,-0.311
1950,1,-0.647,1950-1,-0.471,-0.868
1950,2,-0.538,1950-2,-0.449,-0.583
1950,3,-0.129,1950-3,-0.1,-0.134
1950,4,-0.273,1950-4,-0.15,-0.395
1950,5,-0.098,1950-5,0.037,-0.136
1950,6,-0.153,1950-6,0.032,-0.227
1950,7,-0.25,1950-7,-0.21,-0.164
1950,8,-0.455,1950-8,-0.264,-0.442
1950,9,-0.153,1950-9,-0.147,-0.233
1950,10,-0.111,1950-10,-0.099,-0.215
1950,11,-0.763,1950-11,-0.607,-1.111
1950,12,-0.138,1950-12,0.046,-0.424
1951,1,-0.511,1951-1,-0.325,-0.734
1951,2,-0.916,1951-2,-0.748,-1.184
1951,3,-0.285,1951-3,-0.157,-0.541
1951,4,-0.012,1951-4,0.234,-0.19
1951,5,0.065,1951-5,0.129,-0.093
1951,6,-0.289,1951-6,-0.083,-0.338
1951,7,-0.1,1951-7,0.173,-0.159
1951,8,0.101,1951-8,0.194,-0.119
1951,9,0.184,1951-9,0.432,-0.005
1951,10,0.396,1951-10,0.13,0.364
1951,11,0.096,1951-11,0.106,-0.217
1951,12,0.643,1951-12,0.71,0.454
1952,1,0.401,1952-1,0.563,0.179
1952,2,0.137,1952-2,0.186,0.036
1952,3,-0.407,1952-3,-0.246,-0.608
1952,4,0.085,1952-4,0.294,0.023
1952,5,-0.037,1952-5,0.068,-0.08
1952,6,-0.074,1952-6,0.159,-0.089
1952,7,0.163,1952-7,0.315,0.145
1952,8,0.059,1952-8,0.107,-0.051
1952,9,0.129,1952-9,0.19,-0.069
1952,10,-0.121,1952-10,0.038,-0.378
1952,11,-0.684,1952-11,-0.65,-0.862
1952,12,-0.009,1952-12,0.089,-0.226
1953,1,0.318,1953-1,0.416,0.158
1953,2,0.385,1953-2,0.534,0.279
1953,3,0.356,1953-3,0.475,0.351
1953,4,0.508,1953-4,0.547,0.496
1953,5,0.125,1953-5,0.161,0.068
1953,6,0.081,1953-6,0.215,0.074
1953,7,-0.001,1953-7,0.164,-0.001
1953,8,0.151,1953-8,0.146,0.086
1953,9,0.103,1953-9,0.192,-0.127
1953,10,0.322,1953-10,0.335,0.236
1953,11,-0.201,1953-11,-0.294,-0.255
1953,12,0.325,1953-12,0.262,0.319
1954,1,-0.582,1954-1,-0.473,-0.784
1954,2,-0.206,1954-2,-0.092,-0.173
1954,3,-0.196,1954-3,-0.09,-0.267
1954,4,-0.214,1954-4,-0.311,-0.004
1954,5,-0.391,1954-5,-0.427,-0.303
1954,6,-0.132,1954-6,-0.083,-0.056
1954,7,-0.154,1954-7,-0.09,-0.049
1954,8,-0.045,1954-8,-0.104,-0.014
1954,9,-0.017,1954-9,-0.095,-0.083
1954,10,0.282,1954-10,0.238,0.204
1954,11,0.453,1954-11,0.437,0.335
1954,12,-0.119,1954-12,-0.171,-0.143
1955,1,0.767,1955-1,0.782,0.729
1955,2,-0.1,1955-2,-0.035,-0.256
1955,3,-0.767,1955-3,-0.815,-0.858
1955,4,-0.25,1955-4,-0.356,-0.198
1955,5,-0.188,1955-5,-0.093,0.005
1955,6,0.033,1955-6,-0.057,0.058
1955,7,-0.142,1955-7,-0.136,-0.027
1955,8,0.384,1955-8,0.189,0.092
1955,9,-0.166,1955-9,-0.115,-0.044
1955,10,0.459,1955-10,0.408,0.245
1955,11,-0.156,1955-11,-0.176,-0.592
1955,12,-0.367,1955-12,-0.289,-0.615
1956,1,-0.164,1956-1,-0.223,-0.288
1956,2,-0.473,1956-2,-0.404,-0.657
1956,3,-0.461,1956-3,-0.346,-0.424
1956,4,-0.451,1956-4,-0.42,-0.395
1956,5,-0.656,1956-5,-0.46,-0.398
1956,6,-0.355,1956-6,-0.269,-0.242
1956,7,-0.193,1956-7,-0.082,0.049
1956,8,-0.706,1956-8,-0.702,-0.67
1956,9,-0.32,1956-9,-0.37,-0.517
1956,10,-0.333,1956-10,-0.337,-0.46
1956,11,-0.384,1956-11,-0.293,-0.657
1956,12,-0.082,1956-12,-0.149,-0.268
1957,1,-0.153,1957-1,-0.115,-0.202
1957,2,-0.133,1957-2,-0.185,-0.053
1957,3,-0.325,1957-3,-0.207,-0.335
1957,4,-0.003,1957-4,-0.145,0.01
1957,5,-0.121,1957-5,-0.132,-0.031
1957,6,0.272,1957-6,0.209,0.174
1957,7,-0.253,1957-7,-0.254,-0.163
1957,8,0.181,1957-8,0.182,0.068
1957,9,0.216,1957-9,0.157,-0.045
1957,10,0.229,1957-10,0.075,0.09
1957,11,0.269,1957-11,0.199,0.123
1957,12,0.655,1957-12,0.607,0.67
1958,1,0.928,1958-1,0.875,1.006
1958,2,0.439,1958-2,0.59,0.486
1958,3,0.102,1958-3,0.12,0.036
1958,4,0.156,1958-4,0.143,0.135
1958,5,0.143,1958-5,0.218,0.136
1958,6,-0.33,1958-6,-0.233,-0.22
1958,7,0.042,1958-7,0.073,0.264
1958,8,-0.304,1958-8,-0.231,-0.144
1958,9,-0.26,1958-9,-0.338,-0.227
1958,10,0.117,1958-10,0.075,0.052
1958,11,0.151,1958-11,0.055,0.038
1958,12,0.152,1958-12,0.186,0.063
1959,1,0.312,1959-1,0.298,0.35
1959,2,0.086,1959-2,0.094,0.233
1959,3,0.514,1959-3,0.601,0.572
1959,4,0.454,1959-4,0.495,0.371
1959,5,-0.04,1959-5,-0.061,0.072
1959,6,0.063,1959-6,0.081,0.112
1959,7,0.065,1959-7,0.114,0.245
1959,8,-0.034,1959-8,-0.119,0.138
1959,9,-0.174,1959-9,-0.287,-0.11
1959,10,-0.109,1959-10,-0.279,-0.1
1959,11,-0.367,1959-11,-0.397,-0.419
1959,12,0.102,1959-12,0.111,0.122
1960,1,0.083,1960-1,0.128,0.099
1960,2,0.56,1960-2,0.788,0.525
1960,3,-1.05,1960-3,-1.004,-1.103
1960,4,-0.28,1960-4,-0.311,-0.216
1960,5,-0.499,1960-5,-0.476,-0.475
1960,6,-0.03,1960-6,0.035,0.078
1960,7,-0.181,1960-7,-0.168,-0.053
1960,8,-0.073,1960-8,-0.027,0.013
1960,9,-0.019,1960-9,-0.123,0.019
1960,10,0.216,1960-10,0.177,0.074
1960,11,-0.296,1960-11,-0.266,-0.398
1960,12,0.592,1960-12,0.547,0.639
1961,1,0.301,1961-1,0.38,0.358
1961,2,0.45,1961-2,0.413,0.575
1961,3,0.229,1961-3,0.221,0.28
1961,4,0.268,1961-4,0.229,0.369
1961,5,0.263,1961-5,0.327,0.176
1961,6,0.184,1961-6,0.386,0.2
1961,7,-0.071,1961-7,-0.037,0.102
1961,8,-0.042,1961-8,-0.031,0.096
1961,9,0.129,1961-9,0.104,0.119
1961,10,0.041,1961-10,-0.017,-0.135
1961,11,0.081,1961-11,-0.016,0.053
1961,12,-0.163,1961-12,-0.046,-0.275
1962,1,0.358,1962-1,0.561,0.221
1962,2,0.452,1962-2,0.618,0.37
1962,3,0.189,1962-3,0.303,0.149
1962,4,0.174,1962-4,0.21,0.15
1962,5,-0.242,1962-5,-0.158,-0.291
1962,6,-0.075,1962-6,0.09,-0.189
1962,7,-0.167,1962-7,-0.012,-0.093
1962,8,-0.187,1962-8,-0.055,-0.242
1962,9,-0.101,1962-9,-0.094,-0.172
1962,10,0.181,1962-10,0.212,0.058
1962,11,0.151,1962-11,0.054,0.082
1962,12,0.251,1962-12,0.408,0.186
1963,1,0.256,1963-1,0.537,0.05
1963,2,0.797,1963-2,1.018,0.729
1963,3,-0.241,1963-3,-0.199,-0.361
1963,4,-0.197,1963-4,-0.376,-0.134
1963,5,-0.327,1963-5,-0.377,-0.252
1963,6,-0.092,1963-6,0.034,0.033
1963,7,0.136,1963-7,0.132,0.191
1963,8,0.423,1963-8,0.395,0.305
1963,9,0.464,1963-9,0.384,0.305
1963,10,0.671,1963-10,0.629,0.547
1963,11,0.435,1963-11,0.383,0.522
1963,12,0.081,1963-12,0.217,-0.028
1964,1,0.237,1964-1,0.252,0.221
1964,2,-0.206,1964-2,-0.181,-0.188
1964,3,-0.476,1964-3,-0.278,-0.626
1964,4,-0.445,1964-4,-0.489,-0.266
1964,5,-0.462,1964-5,-0.423,-0.317
1964,6,-0.027,1964-6,0.006,-0.09
1964,7,-0.057,1964-7,-0.027,0.036
1964,8,-0.214,1964-8,-0.207,-0.087
1964,9,-0.531,1964-9,-0.56,-0.384
1964,10,-0.439,1964-10,-0.391,-0.502
1964,11,-0.144,1964-11,-0.042,-0.216
1964,12,-0.22,1964-12,-0.34,-0.179
1965,1,0.221,1965-1,0.299,0.209
1965,2,-0.212,1965-2,0.004,-0.32
1965,3,-0.164,1965-3,-0.008,-0.157
1965,4,-0.372,1965-4,-0.382,-0.251
1965,5,-0.139,1965-5,-0.014,-0.188
1965,6,-0.196,1965-6,-0.1,-0.163
1965,7,-0.295,1965-7,-0.241,-0.226
1965,8,-0.079,1965-8,-0.087,-0.022
1965,9,-0.373,1965-9,-0.55,-0.416
1965,10,0.223,1965-10,0.138,0.091
1965,11,-0.26,1965-11,-0.318,-0.391
1965,12,0.102,1965-12,0.101,0.075
1966,1,-0.149,1966-1,-0.101,-0.315
1966,2,0.05,1966-2,0.084,0.022
1966,3,0.194,1966-3,0.084,0.141
1966,4,-0.203,1966-4,-0.28,-0.11
1966,5,-0.148,1966-5,-0.112,-0.295
1966,6,0.053,1966-6,0.119,0.039
1966,7,0.23,1966-7,0.31,0.243
1966,8,-0.136,1966-8,-0.05,-0.095
1966,9,0.034,1966-9,0.087,-0.002
1966,10,-0.147,1966-10,-0.227,-0.164
1966,11,-0.175,1966-11,-0.138,-0.266
1966,12,-0.298,1966-12,-0.332,-0.301
1967,1,0.077,1967-1,0.258,-0.115
1967,2,-0.334,1967-2,-0.277,-0.345
1967,3,0.073,1967-3,0.027,0.249
1967,4,0.048,1967-4,0.012,0.06
1967,5,0.278,1967-5,0.309,0.315
1967,6,-0.324,1967-6,-0.288,-0.194
1967,7,0.002,1967-7,0.114,0.131
1967,8,-0.161,1967-8,-0.01,0.024
1967,9,-0.047,1967-9,-0.091,-0.198
1967,10,0.543,1967-10,0.476,0.486
1967,11,0.047,1967-11,-0.191,0.128
1967,12,0.23,1967-12,0.209,0.2
1968,1,-0.282,1968-1,-0.238,-0.307
1968,2,0.005,1968-2,-0.036,0.105
1968,3,0.79,1968-3,0.702,0.866
1968,4,0.089,1968-4,0.145,0.176
1968,5,-0.348,1968-5,-0.336,-0.391
1968,6,-0.263,1968-6,-0.346,-0.313
1968,7,-0.39,1968-7,-0.361,-0.23
1968,8,-0.404,1968-8,-0.343,-0.339
1968,9,-0.552,1968-9,-0.519,-0.531
1968,10,0.184,1968-10,0.118,0.112
1968,11,-0.234,1968-11,-0.365,-0.311
1968,12,-0.437,1968-12,-0.49,-0.518
1969,1,-0.68,1969-1,-0.823,-0.55
1969,2,-0.787,1969-2,-0.827,-0.722
1969,3,-0.248,1969-3,-0.165,-0.23
1969,4,0.218,1969-4,0.052,0.276
1969,5,-0.006,1969-5,-0.072,0.076
1969,6,-0.016,1969-6,0.111,-0.024
1969,7,-0.153,1969-7,-0.054,0.075
1969,8,-0.074,1969-8,-0.069,-0.129
1969,9,-0.102,1969-9,-0.25,-0.081
1969,10,0.23,1969-10,-0.117,0.314
1969,11,0.296,1969-11,0.317,0.226
1969,12,0.535,1969-12,0.553,0.48
1970,1,0.197,1970-1,0.21,0.209
1970,2,0.516,1970-2,0.667,0.41
1970,3,-0.058,1970-3,-0.021,0.079
1970,4,0.235,1970-4,0.123,0.307
1970,5,-0.158,1970-5,-0.055,-0.139
1970,6,0.012,1970-6,0.148,-0.029
1970,7,0.04,1970-7,0.182,0.116
1970,8,-0.233,1970-8,-0.212,-0.131
1970,9,0.181,1970-9,-0.06,0.099
1970,10,0.083,1970-10,0.005,0.105
1970,11,-0.069,1970-11,-0.057,-0.168
1970,12,-0.152,1970-12,-0.132,-0.194
1971,1,0.342,1971-1,0.436,0.228
1971,2,-0.351,1971-2,-0.315,-0.271
1971,3,-0.321,1971-3,-0.217,-0.367
1971,4,-0.019,1971-4,-0.015,0.008
1971,5,-0.138,1971-5,-0.031,-0.144
1971,6,-0.411,1971-6,-0.248,-0.284
1971,7,-0.23,1971-7,-0.098,-0.109
1971,8,-0.002,1971-8,-0.066,-0.136
1971,9,0.026,1971-9,-0.017,0.033
1971,10,0.127,1971-10,0.11,0.064
1971,11,0.182,1971-11,0.116,0.176
1971,12,0.205,1971-12,0.159,0.158
1972,1,-0.751,1972-1,-0.688,-0.813
1972,2,-0.626,1972-2,-0.724,-0.663
1972,3,-0.105,1972-3,-0.054,-0.147
1972,4,-0.004,1972-4,-0.085,0.066
1972,5,-0.178,1972-5,-0.234,-0.14
1972,6,0.011,1972-6,0.001,-0.01
1972,7,-0.134,1972-7,-0.12,-0.101
1972,8,0.289,1972-8,0.285,0.277
1972,9,-0.197,1972-9,-0.355,-0.219
